id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm97982,Do Dooni Chaar,MOVIE,A middle-class father in India struggles through a series of unexpected events for upholding respect and smiles.,2010,PG,146,"['drama', 'crime', 'comedy']",['IN'],,tt1714832,7.5,5594.0,1.559,6.4
tm52176,Welcome to Sajjanpur,MOVIE,"Mahadev (Shreyas Talpade) is an unemployed graduate with a Bachelor of Arts from Satna college, who is forced to make a living writing letters for the uneducated people of his village. His real ambition is to become a novel writer. Through his humble occupation, Mahadev has the potential to impact numerous lives. The movie is a satirical, but warm-hearted portrait of life in rural India.",2008,PG,134,"['comedy', 'drama']",['IN'],,tt1221139,6.9,3259.0,1.823,5.6
tm102848,Peepli Live,MOVIE,"Natha decides to commit suicide to get the farmers' compensation. However, the media and politicians learn about his intentions and descend on their village to capture the rare event.",2010,PG,104,"['drama', 'comedy']",['IN'],,tt1447508,7.4,12309.0,3.404,7.3
tm114504,The Legend of Bhagat Singh,MOVIE,"Born in British India, Bhagat Singh witnesses numerous atrocities during his childhood and grows up to become one of the most fearless freedom fighters in the country.",2002,,155,"['crime', 'drama', 'history', 'action']",['IN'],,tt0319736,8.1,16340.0,3.79,6.9
ts160526,Khawatir,SHOW,"A TV show devoted to help young people to be mature in their faith, work & knowledge",2005,TV-14,19,['reality'],[],11.0,tt3062514,9.5,3115.0,,
tm340006,Banyuki,MOVIE,"A story of an island country named Horai that was finally about to be integrated under one political administration. Domon DATE, an innocent man confined in a prison island. After 10 years of imprisonment, he kept his sanity by dreaming of retaliating against those who framed him up. He breaks the prison with the help of a man incarcerated in the deepest corner of the prison island. The man identified himself as Saji. His steady road to revenge was obstructed by a woman named Mikoto, the once fiancée of his. Can Domon get his revenge? Who is the man who identified himself as Saji? What are the hidden thoughts of Mikoto?",2009,,182,"['drama', 'action']",['JP'],,tt1735848,7.1,17.0,0.843,
tm154375,Main Aurr Mrs Khanna,MOVIE,"Three people, each having different aspirations from life, are caught in a tangle of emotions and don’t know the way out. There’s a husband and wife with love eroding from their life. And there’s a single, happy-go-lucky dude who falls in love with the wife.",2009,PG,115,"['drama', 'romance', 'comedy']",['IN'],,tt1174041,3.4,3173.0,2.81,3.9
tm134140,Ishq Vishk,MOVIE,"Rajiv Mathur decides to go conditionally steady with fellow collegian, Payal, so that be can be permitted to go on an outing. Payal accepts, and accompanies him. During the outing, he gets intoxicated, and attempts to molest her, and she decides to dump him. Thereafter, slighted but not beaten - Rajiv turns on his charms on another beauty - the gorgeous Alisha Sahay. But will she be as permissible as Payal?",2003,,145,"['drama', 'comedy', 'romance']",['IN'],,tt0362771,6.1,4255.0,3.717,5.8
tm27484,Kismat Konnection,MOVIE,Raj Malhotra is a luckless architect who seeks success but in vain. He bumps into a social activist named Priya. Raj finds out that Priya is a lucky charm for him but unfortunately she is protecting the community center for which he aims to win the contract of demolishing for a brand new shopping mall.,2008,G,153,"['romance', 'drama', 'comedy']",['IN'],,tt1105733,5.3,5637.0,4.743,4.9
tm81864,Twins Mission,MOVIE,"When a precious Tibetan bead is stolen by rogue members of the mysterious Gemini Clan, the protectors of the bead enlist the help of some righteous former Gemini Clan members to retrieve the bead and bring the evil disciples to justice.",2007,,102,"['action', 'comedy', 'crime', 'drama']",['HK'],,tt0934949,5.2,695.0,5.828,5.0
tm241875,Frank & Cindy,MOVIE,"Frank & Cindy is a deeply personal documentary about Frank Garcia, an '80s one-hit wonder musician, and his blonde bombshell wife Cindy, who makes him live in the basement.",2007,,73,"['documentation', 'music', 'drama']",['US'],,tt0986354,6.9,348.0,0.943,7.0
tm29028,Salt of This Sea,MOVIE,"Born in Brooklyn to Palestinian refugee parents, Soraya (Suheir Hammad) decides to journey to the country of her ancestry when she discovers that her grandfather's savings have been frozen in a Jaffa bank account since his 1948 exile. However, she soon finds that her simple plan is a complicated undertaking — one that takes her further from her comfort zone than she'd imagined.",2008,,109,"['drama', 'romance', 'european']","['BE', 'FR', 'ES', 'CH', 'PS']",,tt1090680,6.8,1235.0,1.738,6.3
tm164591,Apaharan,MOVIE,"Story of a tumultuous and complex relationship between a father (Mohan Agashe) and son (Ajay Devgan), set against the backdrop of a thriving kidnapping industry in the Hindi heartland of Bihar.",2005,,173,"['crime', 'drama', 'action']",['IN'],,tt0451631,7.4,4773.0,3.86,6.3
tm130301,Gangaajal,MOVIE,"Posted to a small, crime-ridden town, a cop soon learns that cleaning up the system also means confronting the corruption among police and politicians.",2003,,157,"['drama', 'crime', 'action']",['IN'],,tt0373856,7.8,17148.0,2.417,6.3
tm712151,Laugh Out Loud,MOVIE,The biggest stand-up comedy event ever in South Africa.,2003,,60,['comedy'],['ZA'],,tt0401575,7.0,13.0,,
ts12444,The Fierce Wife,SHOW,"The Fierce Wife, or The Shrewd Wife in Singapore, is a 2010 Taiwanese drama starring Sonia Sui, Wen Sheng Hao, Chris Wang and Amanda Zhu. It was a TTV and Sanlih E-Television co-presentation, and was directed by Xu Fu Jun. The filming started in October 2010, and was first broadcast on 5 November 2010. It’s been on the air ever since.

Before The Fierce Wife was produced, both Sonia Sui and Wen Sheng Hao had acted in two TTV productions, The Year of Happiness and Love and PS Man. The Fierce Wife, The Year of Happiness and Love, and PS Man all feature youth idol.

On 9 June 2011, The Fierce Wife, described as “the most talked about TV show in Taiwan,” entered the Japanese market, renamed Does Marriage Guarantee Happiness. It was broadcast on BS Nittele in Chinese with Japanese subtitles, every Thursday at 2300 in high definition, six times as high as in Taiwan. The whole TV series was divided into 34 episodes in Japan, and the DVDs in both Chinese and Japanese went on sale on 20 June 2012.

The TV series was a big hit in 2011. “Xiaosan” or “Little Third”, “the other woman” in the story, has become a popular euphemism thanks to the show. Also, merchandise has sold well in Taiwan and abroad. The popular drama was nominated for a number of Golden Bell Awards. Some controversial parts of the story received heated discussion, and the producer Wang Pei Hua decided to make it into a feature movie set four years after the main female character Xie An Zhen get divorced. A press conference to announce the film adaptation The Fierce Wife: The Final Episode, was held on 20 January 2012. The film was released on 17 August 2012.",2010,TV-MA,59,['drama'],['TW'],1.0,tt4304720,6.8,95.0,3.995,4.8
tm91176,Ijé: The Journey,MOVIE,Anya's dream turned into a nightmare when she was accused of killing 3 men. For her to regain her freedom she had to share her secret with world. With help of her sister Chioma and an inexperienced attorney Ijé tells the story in a riveting way with an unexpected climatic ending. It's a story that conveys the fusion of the African culture with the American culture in a court room like no other.,2010,,106,['drama'],"['NG', 'US']",,tt1578582,6.2,110.0,1.394,
ts95855,Wedding Planner,SHOW,"This is a love comedy that takes you behind the scenes of the latest bridal businesses, as well as the human drama of engaged couples, seen through the wedding planners' eyes, as they help to put on weddings. Toru Oomori works in the accounting department of a medium-sized firm. Unable to escape restructuring by his company, he gets sent to work at an affiliated company, ""Sweet Bridal,"" as its president. Toru realizes his days as a salaried worker are numbered. That's why he's determined to increase sales, and regain lost ground. But there's just one major problem though - An incident that happened one year ago makes work here, very miserable.",2002,TV-14,30,['drama'],[],1.0,tt7885290,,,,
tm143510,Harishchandrachi Factory,MOVIE,The movie depicts efforts and struggle by Dadasaheb Falke for creating first motion picture in India - Raja Harishchandra.,2009,G,96,"['comedy', 'drama', 'history']",['IN'],,tt1524539,8.4,2498.0,2.115,7.0
tm308960,Gina Yashere: Skinny B*tch,MOVIE,"Gina Yashere's performance on American TV's Last Comic Standing has led to commitments in the USA. Back in the UK for just a month, here she is on a tour doing all her best bits, new and old.",2008,,57,"['comedy', 'documentation']",['GB'],,tt1722436,6.5,86.0,0.955,6.5
tm144835,Sergio,MOVIE,"Charismatic, charming and complex, Sérgio Vieira de Mello was the world's go-to guy, a man who could descend into the most dangerous places, charm the worst war criminals, and somehow protect the lives of the ordinary people to whom he'd devoted his life. The documentary tells the story of his most treacherous mission ever... a mission in which his own life hangs in the balance.",2009,,94,['documentation'],['US'],,tt1333656,7.4,887.0,2.51,8.1
tm135795,The Kite,MOVIE,"A young 15 year old girl, Lamia, lives in a southern Lebanese village on the border with Israel. She is given in marriage to her cousin on the other side of the border. As Lamia crosses the barbed wire she also passes from childhood into adulthood, as brutal as our countries and the events that are to follow.",2003,,80,['drama'],"['LB', 'FR']",,tt0377610,6.4,743.0,1.383,5.0
tm34924,Beast Stalker,MOVIE,"Sergeant Tong is wracked with guilt after he unwittingly kills a young girl whilst capuring a criminal named Cheung. When the girl's sister is later kidnapped in a ploy to get Cheung released, Sergeant Tong vows to find and rescue her before she comes to harm.",2008,,110,"['thriller', 'action']",['HK'],,tt1330525,6.8,2219.0,4.046,6.7
tm49865,Aamir,MOVIE,A doctor of Indian origin returning to Mumbai from London is forced to participate in a terrorist plot.,2008,NC-17,96,"['thriller', 'crime', 'drama', 'action']",['IN'],,tt1241195,7.6,11290.0,4.053,6.9
ts39604,The Hospital,SHOW,"When the President's only daughter, Liu Xinping, checks into a hospital for her chemotherapy treatment, the head of internal medicine and the head of surgery become core members of the President's medical team. Both men plan to use this opportunity to prove themselves as the best candidate for the position of hospital director. As a result, the two men appoint rival surgeons to attend to Xiuping's surgery.",2006,TV-14,48,['drama'],['TW'],1.0,tt2823414,7.4,46.0,5.066,2.2
tm598375,Chhota Bheem Aur Krishna,MOVIE,"About 500 years ago, the five kingdoms around IIT Dholakpur joined together to end Kirmada`s rule. Now a mysterious force has brought him back from the dead. miss Bheem beat Kirmada & save the kingdom of IIT Dholakpur once again!",2008,G,69,"['fantasy', 'animation', 'action']",['IN'],,tt2827516,6.4,327.0,1.113,6.8
tm96052,Palermo Hollywood,MOVIE,"In a country that has been broken down and corupted by poverty, Pablo and Mario are best friends and local thieves. Although they come from very different backgrounds, they help each other out by commiting petty crimes that help Pablo support his family and Mario become independent from his own. In a twist of fate, they become involved in a kidnapping that goes sour. This tragedy triggers and unmasks a series of events that changes their lives forever. Now the two friends will be tested and their lives taken to the limit.",2004,,113,['drama'],['AR'],,tt0422907,5.3,203.0,2.239,5.3
tm62369,Connected,MOVIE,"A debt collector receives a call from a woman who is kidnapped by an unknown gang. He thinks it is a joke but soon, he realises that it is not a prank.",2008,,110,"['thriller', 'action', 'crime']","['CN', 'HK']",,tt1156506,6.6,2291.0,4.903,6.3
tm32915,EMI,MOVIE,"(Extension: Easy Monthly Installment - Liya Hai Toh Chukana Padega!) is a 2008 Bollywood social film directed by Saurabh Kabra and starring Malaika Arora, Sanjay Dutt, Urmila Matondkar and lots more. The film released on November 7, 2008.",2008,,128,"['comedy', 'crime', 'drama']",['IN'],,tt21160742,4.4,609.0,1.507,7.0
ts1413,Autumn's Concerto,SHOW,"Autumn's Concerto is a 2009 Taiwanese drama starring Ady An, Vanness Wu of F4, and Tiffany Hsu. It was produced by Sanlih E-Television and directed by Chen Hui Ling. The drama started filming in June 2009 and was completed in December 2009.

It was first broadcast in Taiwan on free-to-air Taiwan Television from 4 October 2009 to 28 February 2010, on Sundays at 22:00 to 23:30. It was also shown on cable TV Sanlih E-Television on 10 October 2009 to 6 March 2010 on Saturdays at 21:00 to 22:30.

Autumn's Concerto was nominated in 2010 for Best Marketing Programme at the 45th Golden Bell Awards, Taiwan.

Known as the drama serial which shot the child actor Xiao Xiao Bin to stardom, Autumn's Concerto has broken records with its high ratings. Scoring 8.23 as its peak point for episode 18, which aired January 31, 2010, Autumn's Concerto has broken the records of The Prince Who Turns into a Frog to become the second highest rating Taiwanese idol drama, the highest rating being held by Fated to Love You. Autumn's Concerto now airs on Hawaii's KIKU television, weekly on Saturday's at 7:00.",2009,TV-14,58,"['drama', 'family', 'romance']",['TW'],1.0,tt3530668,7.8,495.0,7.776,7.6
tm254052,Kucch To Hai,MOVIE,"Indian film-makers have now come up with their very own ""I Know What You Did Last Summer', a story centering around a College Professor, who kills his wife, and hides her body in the College campus. When some students, who have been caught cheating in their exams, decide to change their marks, they break into the Professor's room, and this is where they find his wife's lifeless body. Afraid, they may get blamed for breaking and entering as well as this murder, they decide to run away, leave the city and try to forget this ever happened. Years the college friends meets at a mutual friends' wedding - and this is where they will find out that the killer of the woman is still at large, knows about them, and this time they are going to be his next victims",2003,,142,"['thriller', 'horror', 'romance', 'drama']",['IN'],,tt0348662,4.3,920.0,1.84,4.2
tm91125,Fida,MOVIE,Fida tells the story of Jai who one day happen to meet a young and beautiful woman called Neha and he falls in love with her at first sight.,2004,,122,"['romance', 'thriller', 'action', 'crime', 'drama']",['IN'],,tt0422236,5.4,2638.0,2.932,5.2
ts8614,Breakout,SHOW,"After losing her family in a suspicious car crash, a woman awakens from a 13-year coma determined to expose the truth about the long-ago tragedy.",2010,TV-14,44,"['drama', 'action']",['SG'],1.0,tt7131684,6.7,7.0,1.546,
tm100106,My Amnesia Girl,MOVIE,"When Apollo finds himself surrounded by friends who are beginning to settle down, he is faced with the possibility of finding his true love. It all boils down to one name: Irene. It must be fate then, when he once again sees Irene, his ex-girlfriend from three years ago with whom he had the best memories with. Apollo and Irene were a perfect couple until circumstances led them to fall apart.Now, Irene has no recollection of Apollo, having acquired amnesia shortly after their separation. Apollo sees this as the perfect opportunity to pursue Irene again, and be able to undo all the mistakes he made in the past, by offering Irene the best memories she could ever have.True love is difficult to resist, they learn. Just when they find themselves ready to commit to each other, the pains from the past catch up with them, challenging them to finally own up to the mistakes made and lies said, and eventually realize what it is to forgive and forget.",2010,,110,"['comedy', 'romance']",['PH'],,tt1783350,6.7,432.0,2.228,6.4
ts188031,Pink Zone,SHOW,"Is the story of four friends: Natalia, Angélica, Vicky and Sara. The four of them live together and try to live together despite having their differences. They all support Natalia's dream. Natalia is a 25-year-old young woman, recently graduated from her cooking studies, who dreams of setting up her own restaurant, and wants her friends to be her partners and that her best friend Andrés also be the administrator. However, despite her dreams, Natalia has had very bad luck in her relationships. Her last boyfriend Federico was cheating on her and leaves her to marry another woman. However, she does not suspect that her best friend Andrés is secretly in love with her and tries to win her over and change her perception of men.",2007,,0,"['drama', 'romance', 'comedy']",['MX'],1.0,tt11194518,5.8,52.0,0.682,10.0
tm85689,Krishna Cottage,MOVIE,A group of collegians are forced to take shelter in a mysterious Krishna Cottage for the night. Little do they know that the cottage is haunted by a spirit.,2004,,124,"['thriller', 'horror', 'romance', 'drama']",['IN'],,tt0408976,5.1,1178.0,1.357,5.5
ts25707,The Little Nyonya,SHOW,"A biographic flashback of an extended Peranakan family in Malacca; set in the 1930s, the story spans over 70 years and several generations of three families.",2008,TV-14,44,['drama'],['SG'],1.0,,,,4.06,9.0
tm38454,Jeff Dunham's Very Special Christmas Special,MOVIE,The multi-platinum selling comedian performs his first holiday-themed stand-up special with his friends.,2008,PG-13,85,"['comedy', 'documentation']",['US'],,tt1295909,7.4,3042.0,2.581,6.9
tm57586,Mission Istaanbul,MOVIE,A news reporter must uncover the secret on the 13th floor of a News Station.,2008,,125,"['action', 'drama', 'thriller']",['IN'],,tt1179781,3.4,1169.0,1.009,3.2
ts23797,Black & White,SHOW,"Pi Zi and Ying Xiong are two cops who are as different as day and night. One lives a luxurious lifestyle and does nothing but drink coffee and wait for information from dubious sources to crack his cases. Another believes law and justice are the pillars of society and is constantly on the street catching criminals. When a case brings these two top crime solvers together, sparks fly and light begins to creep into the dark corners of Taipei.",2009,TV-14,37,"['action', 'comedy', 'sport', 'crime']",['TW'],3.0,tt5295012,7.6,312.0,3.208,8.9
tm76029,Under the Bombs,MOVIE,"In the wake of Israel's 2006 bombardment of Lebanon, a determined woman finds her way into the country convincing a taxi driver to take a risky journey around the scarred region in search of her sister and her son.",2007,,98,"['war', 'romance', 'drama', 'history', 'european']","['LB', 'GB', 'FR']",,tt1094275,7.0,1655.0,2.151,6.4
tm42831,Kyo Kii... Main Jhuth Nahin Bolta,MOVIE,"Inpired from the movie ""Liar Liar"", this movie is about a lawyer (Govinda) who lies his way through marriage and career. His wife (Sushmita Sen) falls in love with him because of his honesty and when she finds out of his dishonesty she threatens to divorce him. Their son, to avoid the divorce, wishes on a shooting star that his father should lose the ability to lie. What happens after that is an enjoyable journey.",2001,,149,"['comedy', 'action', 'drama', 'fantasy']",['IN'],,tt0297241,5.3,2232.0,2.593,5.4
ts70843,The Prince Who Turns into a Frog,SHOW,"The Prince Who Turns Into a Frog is a 2005 Taiwanese drama starring Ming Dow and Sam Wang of boyband 183 Club; and Joe Chen and Joyce Zhao of girl group 7 Flowers, as well as all the members of the former and two members of the latter, who are signed by Jungiery Entertainment. It was produced by Sanlih E-Television and directed by Chen Ming Zhang and Liu Jun Jie.

The series was first broadcast in Taiwan on free-to-air Taiwan Television from 5 June 2005 to 16 October 2005, every Sunday at 21:30 and cable TV Sanlih E-Television from 11 June 2005 to 22 October 2005, every Saturday at 21:00.

Episode seven was broadcast on 17 July 2005, it achieved an average rating of 7.05 and peaked at 8.05, which broke the previous average record of 6.43 held by Meteor Garden and was the highest peak for a single episode for a Taiwanese drama until it was broken by episode 13 of Fated To Love You which peaked at 8.13 in 2008.",2005,TV-14,44,"['drama', 'comedy', 'romance']",['TW'],1.0,tt1454440,6.7,136.0,1.613,5.8
tm216753,Old Thieves: The Legend of Artegio,MOVIE,"Is the story of a generation of thieves who achieved their greatest victories in the sixties; their distinctive code of ethics, the various categories of delinquents inhabiting the citys streets, their alliances with high ranking police officials that allowed them to operate, the betrayals that followed, and the price they ended up paying.",2007,,97,"['documentation', 'crime']",['MX'],,tt1020042,8.0,317.0,1.743,7.4
tm168751,Stray Bullet,MOVIE,"Noha is about to marry. Her family is relieved to see her take advantage of this last chance before officially becoming a spinster just like her old sister. All is well in the brave new world and yet, this Sunday in the month of August in the year 1976 in Lebanon, two weeks before the wedding, while the same night his brother organized a dinner in his honor friendly, Noha changes her mind.",2010,,76,['drama'],['LB'],,tt1726871,6.3,368.0,0.958,5.3
tm101540,Well Done Abba,MOVIE,"This is the story of Armaan Ali, a driver working for a senior executive in Mumbai. He takes a month's leave to find a husband for his teenage daughter, who lives near Hyderabad. When he is delayed and returns to work after three months, his employer threatens to sack him. But he is persuaded to listen to the reason for Armaan Ali's delay. The story he relates is delightful, hilarious -- and poignant.",2010,,144,['comedy'],['IN'],,tt1397492,7.2,1902.0,1.798,5.3
tm142153,Kisaan,MOVIE,A bitter family battle ensues between a father and his sons when a businessman makes a deal that entices farmers to sell off their properties.,2009,,100,"['drama', 'thriller', 'action', 'crime']",['IN'],,tt1372266,5.5,305.0,1.844,6.3
tm92671,Once a Gangster,MOVIE,"Roast Pork joins the triad as a young man and ends up becoming a trusted lieutenant of boss Kerosene. However, his true passion is in his successful chain of restaurants, his loving wife, and his two children. So when Kerosene wants to promote his trusted right hand man to the top of the organization as a way to take on his financial debts, it's understandable why Roast Pork would want to refuse. Roast Pork comes up with an intricate scheme with his men that would take himself out of the running, but Kerosene's intervention causes it to fail. When all hopes appears to be lost, lifelong gangster Sparrow is released from jail after serving a 20-year sentence for committing a gang-related murder that earned him a guarantee for the leader spot. However, Sparrow has made his own plans to stay out of the gang, setting off a battle of wits between the two men.",2010,,95,"['comedy', 'crime', 'action']",['HK'],,tt1611840,5.7,500.0,3.253,6.3
tm88343,Perazhagan,MOVIE,A hunchbacked phone booth operator loves a blind street dancer and wants to help her regain her sight. His lookalike is a constable in love with the commissioner's daughter.,2004,,148,"['comedy', 'thriller', 'drama', 'romance']",['IN'],,tt0422934,6.4,1524.0,4.414,6.6
ts23353,Together,SHOW,"Together is a Singaporean Chinese drama produced in 2009. It was telecasted on Singapore's free-to-air channel, MediaCorp Channel 8. It is MediaCorp's 46th anniversary year-end blockbuster drama, and was sponsored by the Media Development Authority of Singapore. It made its debut on 30 November 2009 and ended on 18 January 2010. This drama serial consists of 36 episodes, and was screened on every weekday night at 9:00 pm.

The series also utilized the writer and some cast members from The Little Nyonya, a 2008 production by MediaCorp that went on to become the highest rated Singaporean TV series in 15 years.

The series title also refers to the children's folk song ""The More We Get Together"" and the tune is played during the interlude and in the introduction of the theme song.",2009,TV-14,45,"['drama', 'comedy']",['SG'],1.0,,,,0.628,
tm628693,"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",MOVIE,"When a sex worker hires a gay songwriter to care for her disabled son, the ensuing bonds that form offer a complex portrayal of love and family.",2009,,121,['drama'],['IN'],,tt1935782,6.5,212.0,1.299,6.2
tm155774,Pomegranates and Myrrh,MOVIE,"A free spirited woman dancer, Kamar, finds herself the lonely wife of a prisoner, Zaid, and away from everything she loves until she returns to the dance, defying societys taboos. At the dance Kamar is confronted with Kais, a Palestinian returnee. Sparks fly between Kamar and Kais, creating more than a passionate, emotional dance for the both of them. Matters become even more complicated when Zaid's sentence is extended. Kamar's life is thrown into turmoil as she becomes increasingly attached to Kais, and caught in the midst of her desire to dance and breaking the family and society taboos of the prisoner's wife's role while life under occupation rages on.",2009,,95,['drama'],"['FR', 'DE', 'KW', 'PS']",,tt1320282,6.2,253.0,2.784,6.7
tm46867,Kuselan,MOVIE,"Balakrishnan and Ashok are two childhood friends who lose touch with each other. One of them goes on to become a national figure and the other, a village barber.",2008,,160,"['drama', 'family', 'comedy']",['IN'],,tt1273218,4.8,1034.0,1.006,6.3
tm95507,Chance Pe Dance,MOVIE,"Sameer is the archetypal struggler who leaves his dad in Delhi and comes to Mumbai, chasing dreams of becoming a star in Bollywood. Does he manage to survive the bleak and grueling rounds of endless auditions, broken promises and missed chances?",2010,G,121,"['drama', 'music', 'romance', 'comedy']",['IN'],,tt1392744,4.8,2979.0,3.357,5.3
tm75544,Dhan Dhana Dhan Goal,MOVIE,A bankrupt soccer team must win the championship or break apart.,2007,PG,167,"['drama', 'sport', 'thriller']",['IN'],,tt1120897,5.0,2635.0,5.282,5.3
tm144263,Aagey Se Right,MOVIE,"Aage Se Right is the story of chance, co-incidence and real life humor based in the present day Mumbai. The film spans over five days of panic, chaos and mayhem!!!",2009,G,117,"['comedy', 'crime', 'drama']",['IN'],,tt1479667,5.2,411.0,1.216,5.0
tm21155,Falafel,MOVIE,Everything bad that can happen on the way to a party happens to young Tou on this nighttime trip though Beirut.,2006,,80,"['drama', 'european']","['LB', 'FR']",,tt0922424,6.7,217.0,1.152,5.5
tm85369,Hattrick,MOVIE,"Despite cricket fever running wild, there are two people in India who dislike its influence over their lives. The first is Dr. Satyajit Chavan, who will not permit anyone in his home nor the hospital to view nor hear anything related to it; and the second is Kashmira, who is recently married to Sarabjeet Singh, and hates cricket as her husband is obsessed with it and has even neglected to be attentive leave alone take her for a honeymoon. Then there is Hemandra Patel, located in England for over 10 years, works as an airport Janitor, but has told everyone he is a Customs Officer, is awaiting word on his becoming a Citizen, but his fate rests with Immigration Officer, Cook, who hates all Patels, including Sardar Vallabhai Patel. Watch how the world cup influences them, and the shock that awaits Hemandra when he finds that his daughter is secretly seeing an English-African male by the name of Silver.",2007,PG,110,"['drama', 'comedy', 'romance', 'sport']",['IN'],,tt0979891,4.3,495.0,2.115,5.0
ts126804,My MVP Valentine,SHOW,"A young man whose life revolves around basketball must give up what he loves the most to repent for a horrible tragedy. Tuan Chen-Feng (Hsing-shu Yen), a talented high school basketball player, is on the way to the most important competition of his life when he is involved in a car accident that paralyzes Angel (Michelle Lee-Wen Lin), who happens to be the younger sister of his biggest rival, Iceman (Yi-Fei Chen).",2002,TV-PG,69,['drama'],[],1.0,tt6286390,6.8,28.0,,
tm341561,Like Twenty Impossibles,MOVIE,"Occupied Palestine: A serene landscape now pockmarked by military checkpoints. When a Palestinian film crew decides to avert a closed checkpoint by taking a remote side road, the political landscape unravels, and the passengers are slowly taken apart by the mundane brutality of military occupation.",2003,,16,[],['PS'],,,,,0.812,6.5
tm140653,Look for a Star,MOVIE,"Wealthy construction mogul Sam Ching (Andy Lau) and cabaret dancer Milan Sit (Qi Shu) fall madly in love with one another despite the class differences that would keep many couples apart. However, what Sit doesn't know is that Ching is the man responsible for razing a building representing cherished memories from her childhood. Can they live happily ever after if this secret gets out?",2009,,117,"['comedy', 'romance', 'drama']",['HK'],,tt1312156,5.6,719.0,2.345,5.1
tm311516,Koi Aap Sa,MOVIE,"An emotional Mumbai-based football player, Rohan (Shivdasani), seeks the assistance of childhood friend, Simran (Reddy), to successfully woo fellow-collegian, Preeti (Sharma). Simran herself is about to be engaged to U.S-based Vicky (Malik). After the engagement ceremony, Vicky returns back to the U.S - not realising that back in India nothing is the same anymore...",2005,,142,"['romance', 'drama', 'comedy']",['IN'],,tt0488840,5.5,262.0,1.445,7.2
ts29581,Unriddle,SHOW,"Detective Hu Xiaoman meets low level criminal Da Bao during an investigation of a missing heiress. Inspite of being on opposite sides of the law, the two work together to solve cases.",2010,TV-14,44,"['thriller', 'action', 'drama']",['SG'],2.0,tt6194390,8.0,25.0,0.6,
tm152413,Talentime,MOVIE,"A talent search competition has matched two hearts - that of Melur, a Malay-mixed girl and an Indian male student, Mahesh. Melur, with her melodious voice, singing whilst playing the piano is one of the seven finalists of the Talentime competition of her school organised by Cikgu Adibah. Likewise Hafiz, enthralling with his vocalist talent while playing the guitar, divides his time between school and mother, who is hospitalised for brain tumor.",2009,,120,['drama'],['MY'],,tt1351669,7.4,214.0,1.387,4.8
ts82583,The Family Court,SHOW,Five lawyers from different firms develop a strong bond of friendship that is occasionally tested by their court cases and growing romantic feelings.,2010,TV-MA,45,['drama'],['SG'],1.0,tt9184102,,,1.4,
tm130999,Dhoondte Reh Jaaoge,MOVIE,"Anand Pawar (Kunal Khemu) and Raj Chopra (Paresh Rawal) are perhaps the two most extreme individuals that have walked the city of Mumbai. While Anand is an idealist chartered accountant, Raj is an idle film producer.",2009,PG,135,"['comedy', 'drama']",['IN'],,tt1391544,5.6,819.0,2.528,4.5
tm28024,A Very Special Love,MOVIE,"Laida Magtalas is a modern-day Belle who works hard to provide for her family while hoping that someday she will meet her prince charming and that they will live happily ever after together. That would-be prince charming is none other than ""Miggy"", the youngest member of the Montenegro clan — a well established family in the business world. Moony Laida's desire to finally meet Miggy leads her to apply as an Editorial Assistant at his newly launched men’s magazine, ""Bachelor"". In spite of the fact that a relationship with Miggy may prove to be a long shot, Laida revels working in such close proximity with the man of her dreams.",2008,PG,105,"['comedy', 'drama', 'romance']",['PH'],,tt1243381,6.5,391.0,2.281,7.3
tm1077037,Chhota Bheem & Krishna: Pataliputra- City of the Dead,MOVIE,Krishna needs Bheem's help: The ruined city of Pataliputra has been cursed! Can the friends do what it takes to bring light back into this town?,2010,G,65,['animation'],['IN'],,tt6543110,,,,
tm85563,Ezra,MOVIE,"Ezra, jeune ex-soldat Sierra-Léonais, essaie tant bien que mal de retrouver des repères pour revenir à une vie normale après la guerre civile qui a ravagé son pays. Son quotidien est partagé entre un centre de réhabilitation psychologique et un tribunal de réconciliation nationale organisé sous l'égide de l'ONU. Durant le procès en réhabilitation auquel Ezra participe, il doit affronter sa soeur qui l'accuse du meurtre de leurs parents. Ezra, qui a traversé cette violente guerre civile complètement drogué et alcoolisé, ne se souvient de rien. Ezra reconnaîtra-t-il l'horreur et par ce fait, permettra-t-il à sa soeur et à sa communauté villageoise d'accéder au pardon ?",2007,,105,"['drama', 'european']","['GB', 'US', 'AT', 'FR', 'DE', 'NG']",,tt0923688,6.4,274.0,2.368,5.7
ts124246,Mighty Raju,SHOW,A four-year-old Raju receives super human strength when his then pregnant mother accidentally consumes a compound created by his scientist father.,2010,,20,"['animation', 'action']",['IN'],4.0,tt6491030,4.3,61.0,1.225,
