id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm432327,C/o Kancharapalem,MOVIE,"From a schoolboy’s crush to a middle-aged bachelor’s office romance, four love stories spanning age, religion and status unfold in a small Indian town.",2018,PG,152,['drama'],['IN'],,tt7391996,8.9,6842.0,2.145,7.6
ts81596,Black Crows,SHOW,"This drama portrays women and kids living under the Islamic State group: a Yazidi slave, an undercover reporter, a recruited mom and child snipers.",2017,TV-MA,33,"['drama', 'war', 'thriller']","['SA', 'SY', 'AE']",1.0,tt7356518,5.3,308.0,4.802,8.0
ts84932,Super Drags,SHOW,"In this adult animated series, three gay co-workers lead double lives as drag queen superheroes, saving the LGBTQ community from evil nemeses.",2018,TV-MA,25,"['animation', 'comedy', 'fantasy']",['BR'],1.0,tt8912244,5.4,1753.0,2.315,5.3
ts84038,Battlefish,SHOW,"Over the course of a fishing season, tough men and women pursue lucrative albacore tuna in the competitive waters off the Oregon coast.",2018,,43,"['documentation', 'reality']",['US'],1.0,tt8893566,7.1,428.0,2.638,7.8
tm352705,Jack Whitehall: At Large,MOVIE,"Comedian Jack Whitehall takes the stage to tell stories about drinking, drugs, a Google Maps van and his ongoing rivalry with Robert Pattinson.",2017,,67,['comedy'],['GB'],,tt7539884,6.8,2164.0,4.192,7.1
tm376801,The Rachel Divide,MOVIE,Rachel Dolezal became infamous when she was unmasked as a white woman passing for black so thoroughly that she had become the head of her local N.A.A.C.P. chapter. This portrait cuts through the very public controversy to reveal Dolezal’s motivations.,2018,,104,['documentation'],['US'],,tt8106570,6.3,2558.0,3.726,6.2
tm306631,Trevor Noah: Afraid of the Dark,MOVIE,Trevor Noah stars in his first Netflix special.,2017,PG-13,68,['comedy'],['US'],,tt6562866,7.2,5213.0,4.794,7.1
tm370447,The Tree of Blood,MOVIE,"Marc and Rebeca, a young couple, travel to an old country house that used to belong to their family. Once there, they write the shared history of their roots, creating a huge family tree that harbours relationships of love, heartbreak, sex, madness, jealousy and infidelity, and under which also lies a history laden with secrets.",2018,,130,"['drama', 'european']",['ES'],,tt6433832,6.3,3007.0,8.739,6.5
tm375962,Nothing to Lose,MOVIE,"Authorized biopic of Brazilian evangelical bishop Edir Macedo, founder of the Universal Church of the Kingdom of God and owner of Record TV network. Based on a book trilogy of the same name, the movie tells the story of the self-made man who faced several moments of turbulence while pursuing his conviction.",2018,PG,130,['drama'],['BR'],,tt6910020,2.3,23031.0,45.267,5.5
ts79856,SWORDGAI The Animation,SHOW,"A young man becomes host to a legendary infernal sword and, with the fate of humanity now in his arm, wields its demonic power against his enemies.",2018,TV-MA,23,"['action', 'animation', 'scifi', 'fantasy', 'horror']",['JP'],2.0,tt7415066,5.8,932.0,21.229,7.1
ts84782,Larva Island,SHOW,"Stranded on a tropical island, two silly larva buddies find slapstick fun in everything from discovering food to meeting new animal friends.",2018,TV-Y7,8,"['animation', 'comedy']","['US', 'KR']",2.0,tt9077194,6.5,430.0,15.128,6.9
ts83045,Accidentally In Love,SHOW,"The quirky experiences of a popular singer who returns to school and becomes seat mates with a seemingly ordinary girl.

When Si Tu Feng decides to go back to school, he becomes the center of attention as fans, classmates and the media follow his every move. He meets Chen Qing Qing, an ordinary student with a dual personality.",2018,TV-14,31,"['family', 'drama', 'comedy', 'music', 'romance']",['CN'],1.0,tt9077184,7.4,1156.0,29.906,7.9
tm414340,Spivak,MOVIE,"A self-loathing, failed Eastside novelist living in the ‘hipster’ neighborhood of Echo Park in Los Angeles is shocked to find himself falling in love with everything he hates, including a simple All-American blonde girl from the Westside.",2018,,91,['comedy'],['US'],,tt6342110,5.6,754.0,2.897,5.6
tm313118,"Love, Surreal and Odd",MOVIE,"When a group of people meets at the same party, they form four different relationships, each experiencing similar phases of love.",2017,G,95,"['comedy', 'romance']",['TR'],,tt6555772,5.6,3240.0,2.354,5.2
tm408871,Jefe,MOVIE,"Cesar is 'the boss', the one everyone hates, the one some flatter and the one nobody tells the truth; the great successful businessman is on the edge of the precipice. One night his actions crumble down, his partners betray him and his wife kicks him out of the house. Entrenched in his office, he tries relentlessly to recover his company and his life. But he will not do it alone, César will find a very special ally, Ariana, the cleaner of the night shift.",2018,,89,"['comedy', 'european']",['ES'],,tt7527538,5.4,1102.0,5.169,5.5
ts83204,Million Pound Menu,SHOW,Participants try to convince a jury that their new restaurant ideas could work.,2018,,60,['reality'],['GB'],2.0,tt8488494,6.6,565.0,4.744,6.2
tm363787,Christmas in the Heartland,MOVIE,"Kara and Jessie are two teenage girls from very different worlds, but with a little Christmas magic, they find they have much more in common than they ever imagined.",2017,,90,['family'],['US'],,tt3396114,5.8,1435.0,5.296,6.3
tm409817,Sir,MOVIE,"A young widow is hired as the domestic helper for a wealthy architect, but social divides come to the fore as an unlikely attraction grows between them.",2018,,98,"['drama', 'romance', 'european']","['IN', 'FR']",,tt7142506,7.7,7109.0,5.83,7.1
ts80751,The Break with Michelle Wolf,SHOW,Nobody's safe as Michelle Wolf unapologetically takes aim in this weekly topical show that blends sketches with live comedy and in-studio guests.,2018,TV-MA,26,['comedy'],['US'],1.0,tt8010342,5.1,1870.0,2.61,4.8
tm286520,Jim Gaffigan: Cinco,MOVIE,America's king of clean comedy delivers wickedly funny jokes in his fifth hour-long special.,2017,,73,['comedy'],['US'],,tt6090102,7.1,2406.0,4.413,7.0
tm244287,Half Girlfriend,MOVIE,"A boy meets a girl named Riya and falls in love. After struggling to convince her to be his girlfriend, she half-heartedly agrees to be his `half-girlfriend'.",2017,,135,"['drama', 'romance']",['IN'],,tt5474042,4.5,7233.0,9.16,6.7
ts74765,Daughters of Destiny,SHOW,Five girls from India's most impoverished families attend a boarding school designed to create opportunities as they strive for a brighter future.,2017,,61,['documentation'],['IN'],1.0,tt1877895,8.6,922.0,2.962,7.7
tm364206,Ex-Shaman,MOVIE,"Ever since their first contact with the Western world in 1969 the Paiter Suruí, an indigenous people living in the Amazon basin, have been exposed to sweeping social changes. Smartphones, gas, electricity, medicines, weapons and social media have now replaced their traditional way of life. Illness is a risk for a community increasingly unable to isolate itself from the modernization brought by white people or the power of the church. Ethnocide threatens to destroy their soul. With dogged persistence, Perpera, a former shaman, is searching for a way to restore the old vitality to his village.",2018,,81,['documentation'],['BR'],,tt7754564,7.1,253.0,1.688,6.7
tm411358,The American Meme,MOVIE,"Paris Hilton, the Fat Jew, and Brittany Furlan have all used social media to achieve massive internet fame. But, American Meme explores, is it worth it?",2018,,90,['documentation'],['US'],,tt8106160,6.7,16650.0,4.687,5.9
ts82559,Amazing Interiors,SHOW,"Meet eccentric homeowners whose seemingly ordinary spaces are full of surprises, from a backyard roller coaster to an indoor aquarium.",2018,TV-PG,26,['documentation'],"['GB', 'US']",1.0,tt8747342,6.6,802.0,3.207,6.4
ts81944,The Comedy Lineup,SHOW,A diverse group of up-and-coming comedians perform 15-minute sets in this stand-up comedy showcase series.,2018,TV-MA,15,"['comedy', 'action']",[],2.0,tt10777324,5.9,461.0,0.84,6.0
tm283559,The Art of Loving: Story of Michalina Wislocka,MOVIE,"Michalina Wislocka, the most famous and recognized sexologist of communist Poland, fights for the right to publish her book, which will change the sex life of Polish people forever.",2017,,121,"['comedy', 'romance', 'drama', 'european']",['PL'],,tt5805298,7.1,3690.0,6.458,6.6
ts75887,Paul Hollywood's Big Continental Road Trip,SHOW,Paul Hollywood who is an actor and a baker from Liverpool tries to find out how the most popular cars of the three big European countries express their nation's identities and the connections with their cultures.,2017,TV-14,59,"['documentation', 'european']",['GB'],1.0,tt7936386,7.4,211.0,2.926,6.0
ts89372,Titipo Titipo,SHOW,Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,2018,TV-Y,18,['animation'],['KR'],2.0,tt12987396,6.8,20.0,1.862,9.5
tm363922,Dovlatov,MOVIE,"Dovlatov charts six days in the life of a brilliant, ironic writer who saw far beyond the rigid limits of 70s Soviet Russia. Sergei Dovlatov fought to preserve his own talent and decency with poet and writer Joseph Brodsky, while watching his artist friends got crushed by the iron-willed state machinery.",2018,PG-13,126,['drama'],"['RS', 'PL', 'RU']",,tt7763020,6.4,1994.0,3.554,6.4
ts81856,Borges,SHOW,"Four employees of an import company discover that they were cheated by their former boss with a proposed society. Now with the bankrupt company, it is up to this quartet to solve all the processes and debts of the company. With no money to clear all accounts, they decide to create a video channel for the internet.",2018,TV-MA,0,['comedy'],['BR'],2.0,tt7895652,6.2,172.0,1.415,7.8
ts76771,Stretch Armstrong & the Flex Fighters,SHOW,"When overscheduled teenager Jake Armstrong and his two best friends are accidentally exposed to an experimental chemical, they become Stretch Armstrong and the Flex Fighters, a team of unlikely superheroes who expand beyond the confines of their lives and embark on a series of adventures.",2017,TV-G,23,"['animation', 'action', 'comedy', 'scifi']",['US'],2.0,tt1379164,6.1,318.0,4.919,7.6
tm476960,El testigo,MOVIE,"The Colombian photographer Jesús Abad Colorado looks back into his photographic work portraying the Colombian armed conflict and visits territories affected by it, including San José de Apartadó, Ganada and Bojayá to show the photographs he took to those who appeared in them. He reflects on the horrors of war and the future of peace in Colombia.",2018,,76,['documentation'],[],,tt9149838,8.1,213.0,,
ts84335,1983,SHOW,"Twenty years after a devastating terrorist attack in 1983 that halted the course of Poland's liberation and the subsequent downfall of the Soviet Union, an idealistic law student Kajetan and a disgraced police investigator Anatol stumble upon a conspiracy that has kept the Iron Curtain standing and Poland living under a repressive police state.",2018,TV-MA,57,"['drama', 'thriller', 'crime']",['PL'],1.0,tt7371666,6.7,4169.0,9.601,6.5
tm373873,Weed the People,MOVIE,"The uplifting and heart-wrenching struggles of families who treat their cancer-stricken children with marijuana, some with astonishing results.",2018,,98,['documentation'],['US'],,tt7968976,7.3,344.0,2.786,8.0
tm366143,Maktub,MOVIE,"Steve & Chuma , two criminals are the sole survivors of a terrorist attack at a restaurant in Jerusalem. They decide to change their ways and become flesh and blood angels. They go on a journey of wish fulfilment for people who write requests on paper and put between the sacred stones of the Wailing Wall.",2017,PG-13,100,"['drama', 'comedy']",['IL'],,tt7252000,7.3,2743.0,3.088,7.2
tm372969,Love per Square Foot,MOVIE,"Individually, bank employees Sanjay and Karina don't earn enough to be able to buy a home, so they decide to enter into a marriage of convenience.",2018,,133,"['comedy', 'romance']",['IN'],,tt7853242,7.2,8273.0,6.028,6.7
ts93947,Wrong Kind of Black,SHOW,"From the crocs and cops of 1960s Queensland to the blood-splattered disco floors of 1970s Melbourne, comes the hilarious and heartbreaking story of afro bearing, flare wearing DJ Monty Pryor and his brother Paul.",2018,TV-MA,16,"['drama', 'comedy']",['AU'],1.0,tt8660874,7.6,149.0,0.673,7.5
ts82160,Harvey Street Kids,SHOW,"Kids rule in a place called Harvey Street, where a trio of girls right wrongs, ice cream is always an option, and every day feels like Saturday.",2018,TV-Y7,24,"['family', 'action', 'animation', 'comedy']",['US'],4.0,tt7758552,6.7,254.0,9.06,8.5
ts83247,Stay Here,SHOW,Designer Genevieve Gorder and real estate expert Peter Lorimer show property owners how to turn their short-term rentals into moneymaking showstoppers.,2018,TV-PG,32,"['reality', 'documentation']",['US'],1.0,tt8773338,7.4,1101.0,2.49,7.0
tm405738,Perdida,MOVIE,"A policewoman whose childhood friend disappeared in Patagonia years ago starts a new search to find answers, and soon finds her own life in danger.",2018,R,103,"['crime', 'drama', 'thriller']","['ES', 'AR']",,tt7841496,5.6,4762.0,18.855,6.3
ts86994,Serial Killer with Piers Morgan,SHOW,"Through intense prison interviews, Piers Morgan revisits the crimes of three convicted serial killers and learns more about their motives.",2017,TV-14,47,"['documentation', 'crime']",['GB'],2.0,tt7667038,3.9,1404.0,0.884,2.8
tm319512,The Girl from the Song,MOVIE,"A young musician travels to Burning Man, a psychedelic festival in the middle of the Nevada desert, in an attempt to get the impetuous girl he has fallen in love with.",2017,,102,"['romance', 'drama', 'music', 'european']",['ES'],,tt6336270,5.6,1775.0,8.448,6.1
tm374357,Going for Gold,MOVIE,"Seventeen year old, Emma joins a high school cheerleading team when she moves to Australia with her dad who is a former Air Force Officer.",2018,G,89,"['drama', 'family', 'sport']",['AU'],,tt7104578,4.7,557.0,7.581,6.8
tm326089,Mubarakan,MOVIE,"Singleton Kartar Singh is left with the responsibility of raising his two orphaned nephews. He asks his brother in Punjab to raise Charan and his sister in London to raise Karan. When the twins cross continents, they leave behind a trail of confusion.",2017,PG-13,156,"['drama', 'comedy', 'romance']",['IN'],,tt6272828,5.6,3961.0,3.731,6.2
ts80084,Dragon Pilot: Hisone and Masotan,SHOW,"Straightforward and innocent Hisone Amakasu is a Self-Defense Force rookie stationed at the Air Self-Defense Force's Gifu Base. She was struggling with the fact that she sometimes hurts people unintentionally by her innocent words and decided to join the Air Self-Defense Force, hoping to maintain a certain distance from people. This decision led her to a fateful encounter which profoundly changed her life. It was the ""OTF"" dragon hidden in the base and it chose Hisone as his pilot. When it soared into the sky with Hisone, her fate as a dragon pilot was decided. It is said that dragons have a key to the future of the world...",2018,TV-14,25,"['animation', 'scifi', 'drama', 'fantasy']",['JP'],1.0,tt8528256,6.9,501.0,7.435,7.9
ts76646,Blazing Transfer Students,SHOW,"Featuring the boys of Johnny's West, a gang of zany transfer students are recruited for a mysterious mission ordained by their shadowy principal.",2017,TV-MA,26,"['action', 'comedy']",['JP'],1.0,tt7931520,6.9,121.0,1.481,8.0
ts75138,Argon,SHOW,"In a world filled with provocative (and often misleading) news, a passionate team of investigative TV reporters strives to bring truths to light.",2017,,63,['drama'],['KR'],1.0,tt7094798,7.3,266.0,4.679,7.3
tm445255,Qismat,MOVIE,"Shiva is just looking to sow some wild oats before settling down, until he falls in love with his beautiful neighbor.",2018,,140,"['drama', 'romance', 'comedy']",['IN'],,tt8665634,8.1,3101.0,1.66,7.3
ts75491,Fire Chasers,SHOW,"As California's 2016 fire season rages, brave backcountry firefighters race to put out the flames, protect homes and save lives in this docuseries.",2017,,55,['documentation'],['US'],1.0,tt7293754,6.5,371.0,1.715,6.3
tm358609,Sara's Notebook,MOVIE,"Laura has spent years looking for her sister Sara who went missing in the depths of the jungle in the Congo. Neither the NGO she works for, nor the embassy, have news on her whereabouts until a photo appears of Sara in a mining town. Apparently, Sara is being held captive by The Hawk, the fearsome rebel leader who controls the mafias behind the prized mineral coltan.",2018,R,115,"['thriller', 'drama', 'european']",['ES'],,tt6599742,5.9,2725.0,9.543,6.1
tm409494,Ali Wong: Hard Knock Wife,MOVIE,"Pregnant again, Ali Wong returns to Netflix in her second original stand-up comedy special and gets real on why having kids is not all it's cracked up to be.",2018,,64,['comedy'],['US'],,tt7410684,7.3,4922.0,6.979,7.0
tm366973,Tom Segura: Disgraceful,MOVIE,"Tom Segura gives voice to the sordid thoughts you'd never say out loud, with blunt musings on porn, parking lot power struggles, parenthood and more.",2018,PG-13,74,"['comedy', 'documentation']",['US'],,tt7379330,7.5,3851.0,4.896,7.0
tm852185,Limitless,MOVIE,This documentary follows eight women in India who struggle with self-confidence and society's expectations but rediscover themselves through running,2017,,59,['documentation'],['IN'],,,,,1.546,
ts80342,AMO,SHOW,"Despite the Philippine government's crackdown on narcotics, high schooler Joseph expands his drug running while his cop uncle profits from corruption.",2018,TV-MA,24,"['crime', 'drama']",['PH'],1.0,tt7218736,6.4,409.0,3.804,6.0
ts57291,Unrequited Love,SHOW,"At a university football team reunion, former team manager Mitsuki Hiura confesses that she killed a person to quarterback Tetsuro Nishiwaki. She also reveals that as a result of a gender identity disorder, she is now living as a man. Tetsuro and his friends were puzzled by the events leading to her behaviour. They try to protect their old friend as they gradually discover the truth.",2017,,33,['drama'],['JP'],1.0,tt6917420,6.7,10.0,2.723,10.0
tm431760,Paskal,MOVIE,"The true events of Lieutenant Commander Arman Anwar of PASKAL, an elite unit in the Royal Malaysian Navy, and his team's mission to rescue the MV Bunga Laurel, a tanker which was hijacked by Somalian Pirates in 2011.",2018,,114,"['action', 'war', 'drama']",['MY'],,tt9063106,6.8,2964.0,21.554,7.7
tm295558,The Grown-Ups,MOVIE,"A group of friends with Down Syndrome have been attending the same school for 40 years, and they are tired of being treated like children, they are grown-ups and want to live as such.",2017,,82,['documentation'],"['CL', 'NL', 'FR']",,tt6618178,7.7,261.0,1.904,7.2
tm434883,Been So Long,MOVIE,A single mother in London's Camden Town hears music when she meets a handsome stranger with a past. But she's not sure she's ready to open her heart.,2018,,100,"['music', 'romance', 'drama']",['GB'],,tt1682886,5.4,1108.0,5.732,5.7
tm360945,Soorma,MOVIE,"Soorma, a comeback story of the hockey legend Sandeep Singh is a biopic that chronicles the life and times of the famed hockey player.",2018,PG-13,131,"['drama', 'sport']",['IN'],,tt7690638,7.3,5183.0,2.446,7.5
tm446206,Angela's Christmas,MOVIE,A trip to church with her family on Christmas Eve gives young Angela an extraordinary idea. A heartwarming tale based on a story by Frank McCourt.,2017,G,30,"['family', 'animation']","['IE', 'CA']",,,,,9.429,6.8
tm320785,The Mars Generation,MOVIE,Aspiring teenage astronauts reveal that a journey to Mars is closer than you think.,2017,,97,['documentation'],['US'],,tt6333096,6.5,999.0,3.6,6.6
tm314939,Kalushi : The Story of Solomon Mahlangu,MOVIE,"Solomon Mahlangu is a Mamelodi township schoolboy-hawker who, after the events of June 16th joins the military wing of the ANC to fight against the brutal oppression of the Apartheid regime and ends up becoming an icon of South Africa's liberation.",2017,,106,"['thriller', 'drama']",['ZA'],,tt3487278,6.5,321.0,1.597,6.2
tm345767,The Maus,MOVIE,"Alex and Selma are a couple in love on a trip to the heart of Bosnia and Herzegovina. Suddenly, Selma feels a mysterious force is chasing them.",2017,,90,"['fantasy', 'horror', 'drama', 'european']",['ES'],,tt5586362,4.7,6422.0,5.954,5.2
tm405901,Family Blood,MOVIE,"Ellie, a recovering drug addict, has just moved to a new city with her two teenage children. She has struggled to stay sober in the past and is determined to make it work this time, finding a stable job and regularly attending her meetings. Unfortunately, new friends, a new job, and the chance of a new life, can’t keep Ellie from slipping once again. Her life changes when she meets Christopher – a different kind of addict – which forces her daughter and son to accept a new version of Ellie.",2018,,92,"['thriller', 'horror', 'drama']",['US'],,tt7895904,4.2,2955.0,8.168,4.6
tm445456,Pihu,MOVIE,"The social thriller starring a two year-old baby girl. She is living in a home where the adults are going through a complicated phase. Being a toddler, she is occasionally trapped in the accidental situations.",2018,G,91,"['thriller', 'drama', 'family']",['IN'],,tt8458202,6.7,2482.0,6.676,7.7
tm322200,Superlopez,MOVIE,Juan López must balance an office job with heroic feats to save the love of his life and native planet Chitón.,2018,G,108,"['comedy', 'scifi', 'action', 'european']",['ES'],,tt4110388,5.4,3635.0,10.953,5.3
tm358813,Judd Apatow: The Return,MOVIE,"Renowned producer, director and writer Judd Apatow makes his long-awaited return to stand-up comedy with this new special shot in Montreal.",2017,,69,['comedy'],['US'],,tt7741238,6.2,1321.0,5.846,6.3
tm424888,Armed to the Teeth,MOVIE,"The parents of two young men assassinated in the drug trafficking war, looking to clean the names of their sons accused of being hired assassins armed to the teeth.",2018,,105,"['documentation', 'crime', 'thriller']",['MX'],,tt7609436,7.9,650.0,4.821,7.0
tm323195,Sarah Silverman: A Speck of Dust,MOVIE,"In her first comedy special post-health scare, Sarah Silverman shares a mix of fun facts, sad truths and yeah-she-just-went-there moments.",2017,,71,"['comedy', 'documentation']",['US'],,tt6948354,6.9,3744.0,5.289,6.9
tm244277,Pa Paandi,MOVIE,"‘Power’ Paandi, once a legendary stunt master who ruled the world of film stunts in his prime years is now content in living a peaceful life with his son and grandchildren. But he soon realizes that his acts that he thinks is normal and righteous, constantly irks his son who seems to taking their relationship for granted. One such overblown tiff with his son drives him to go do some soul searching, the outcome of which has many unexpected experiences.",2017,,125,"['comedy', 'action', 'romance', 'drama', 'family']",['IN'],,tt6734886,7.4,1734.0,2.999,7.0
tm314295,Nobody Speak: Trials of the Free Press,MOVIE,The courtroom and publicity battles between the superstar wrestler and the notorious website explode in a sensational trial all about the limits of the First Amendment and the new no holds barred nature of celebrity life in an internet dominated society.,2017,,95,"['documentation', 'european']","['US', 'NL']",,tt6333064,6.4,4133.0,5.286,6.1
tm368441,Aapla Manus,MOVIE,Sr Inspector Maruti Nagargoje is investigating a murder case which took place in the house of a couple.Who claim that they weren't in the house when the incident happened.Maruti has a different way of working as he doesn't consider statement given to police on crime scene as valuable and conducts his own interrogation with suspects.,2018,,132,"['drama', 'thriller']",['IN'],,tt7867076,7.0,933.0,1.654,5.6
tm325433,Dismissal,MOVIE,"A successful Spanish executive from a telecommunications company working in Argentina is about to face the most important week of his life, but all his plans will be sabotaged by an eccentric character who will make his week a living hell…",2017,,90,['comedy'],"['AR', 'ES']",,tt6580972,5.0,979.0,5.316,5.0
tm444799,Christmas Catch,MOVIE,"Detective Mackenzie Bennett is hot on the trail of Carson, a suspected diamond thief, and goes undercover to catch him in the act. While undercover, Mack not only falls for Carson, but begins to suspect that he's been framed. Are feelings clouding Mack's judgment or are they focusing on the wrong suspect?",2018,,80,"['romance', 'comedy', 'crime']",['CA'],,tt8322908,5.3,1439.0,2.463,5.4
tm359030,F.R.E.D.I.,MOVIE,"An intelligent, lovable robot known as ""F.R.E.D.I."" is stolen from a secret research facility by the project's lead scientist. The robot is found by a 15 year old teenager, James. Soon the two begin to communicate and create a bond in which F.R.E.D.I. learns about teenage life and James learns about some new values.",2018,,89,"['scifi', 'family']",['XX'],,tt6146590,4.9,1018.0,4.275,6.4
tm233345,Love Beats Rhymes,MOVIE,"A young woman dreams of making it big in the world of hip hop, but her parents demand that she finish her university degree. She dutifully agrees to complete her education, but her spoken word proves to have a powerful impact in the classroom.",2017,R,105,"['music', 'drama']",['US'],,tt4686108,5.3,1072.0,6.917,5.7
ts84985,Robozuna,SHOW,A boy and his homemade robot enter the toughest competition in the universe while attempting to free their oppressed home from an evil empire.,2018,,23,['animation'],['GB'],3.0,tt8454808,6.7,94.0,3.034,8.2
tm309115,Naam Shabana,MOVIE,Shabana Khan is the special agent who is entrusted the task of assassinating a deadly arms dealer by the Indian Intelligence Agencies.,2017,,147,"['thriller', 'action', 'drama']",['IN'],,tt6170954,6.2,6757.0,6.256,5.8
tm358242,Brian Regan: Nunchucks and Flamethrowers,MOVIE,"Brian Regan takes relatable family humor to new heights as he talks board games, underwear elastic and looking for hot dogs in all the wrong places.",2017,,61,"['comedy', 'documentation']",['US'],,tt7679532,6.3,681.0,1.985,6.2
tm320206,#realityhigh,MOVIE,"When nerdy high schooler Dani finally attracts the interest of her longtime crush, she lands in the cross hairs of his ex, a social media celebrity.",2017,,99,"['comedy', 'drama', 'romance']",['US'],,tt6119504,5.1,6357.0,10.701,6.4
ts80671,We Speak Dance,SHOW,Trained dancer Vandana Hart travels the world to learn traditional and urban dance styles from the local experts who know them best.,2018,TV-MA,22,['documentation'],['US'],1.0,tt7737500,7.4,148.0,0.992,8.3
tm358239,DeRay Davis: How to Act Black,MOVIE,"Dynamic comic DeRay Davis hits the stage like a ball of fire, nailing the finer points of living, dating and handling show business as a black man.",2017,PG,66,['comedy'],['US'],,tt7288084,6.1,432.0,2.337,6.1
tm351688,Def Comedy Jam 25,MOVIE,"In this special live event, giants of stand-up come together to commemorate the 25th anniversary of Russell Simmons's groundbreaking ""Def Comedy Jam.""",2017,,81,"['comedy', 'documentation']",['US'],,tt7427130,6.6,1101.0,3.539,6.1
tm362264,The Gift,MOVIE,"Mashoto’s life in the city is a hustle. It’s a fast life in the fast city of Dar es Salaam. There’s no time to stop and Mashoto likes it this way. There’s no time to think about the people he left behind in the village.  Until silence cuts through the city racket with three words: mother has died. With those words Mashoto’s life changes forever. He returns home, to the place he abandoned, to bury his only ally.  Yet his mother has left behind a gift. Her voice, her unseen presence, a gentle whisper urging him to open his eyes and strain his ears- to learn the lessons of nature, of the earth and the roots that draw their nourishment from it.  Cast out by his father after losing the little money his mother had left, Mashoto must learn to survive from the land. He must learn to face old enemies and forge new alliances, to fight and to love. Most of all, Mashoto must discover what it is he is fighting for.",2017,,85,['drama'],['TZ'],,tt6856604,8.0,25.0,1.03,8.0
ts83429,Take My Brother Away,SHOW,"Bickering siblings Shi Miao and Shi Fen tackle friendship matters, school drama and the pitfalls of growing up with little parental supervision.",2018,,46,"['family', 'comedy', 'drama']",[],1.0,tt8894324,6.7,167.0,2.593,8.2
tm463827,Paranormal Investigation,MOVIE,A ghost hunter investigates an evil spirit dwelling within a young man who reportedly became possessed after playing with a Ouija board.,2018,,92,"['thriller', 'horror']",['FR'],,tt9866700,3.7,1671.0,5.104,4.5
ts75357,LEGO Elves: Secrets of Elvendale,SHOW,"Armed with a powerful amulet, a teenage guardian is tasked with protecting her little sister -- and all of Elvendale. Based on the popular web series.",2017,TV-Y7,24,"['scifi', 'animation', 'fantasy']",['US'],1.0,tt7322926,6.8,167.0,5.23,7.8
ts85217,Motown Magic,SHOW,"Imaginative boy Ben transforms his city by bringing colorful street art to life, armed with a magic paintbrush -- and the classic sounds of Motown.",2018,TV-Y,15,"['animation', 'comedy', 'family', 'fantasy', 'music']",['US'],2.0,tt8959860,7.9,294.0,1.372,9.3
tm421125,The Suit,MOVIE,"The events revolve around Akram (Tamer Hosni), who receives an invitation to attend a masquerade party. He decides to wear police uniforms, which causes him to suffer a crisis as a police officer, while looking for a particular file.",2018,,96,"['comedy', 'action', 'drama']",['EG'],,tt8805486,5.3,1645.0,1.837,7.0
ts78757,Dave Chappelle: Equanimity & The Bird Revelation,SHOW,"Comedy titan Dave Chappelle caps a wild year with two stand-up specials packed with scorching new material, self-reflection and tough love.",2017,TV-MA,57,['comedy'],['US'],1.0,,,,0.669,8.5
tm311283,Amy Schumer: The Leather Special,MOVIE,"Comic sensation Amy Schumer riffs on sex, dating and the absurdities of fame in a bold and uncensored stand-up set at Denver's Bellco Theater.",2017,,57,['comedy'],['US'],,tt6616074,3.1,9830.0,5.336,4.1
ts82192,Samantha!,SHOW,"A child star in the '80s, Samantha clings to the fringes of celebrity with hilarious harebrained schemes to launch herself back into the spotlight.",2018,TV-MA,28,['comedy'],['BR'],2.0,tt6626676,6.5,517.0,3.396,6.1
tm275004,Bon Cop Bad Cop 2,MOVIE,Ward and Bouchard must face an important car theft ring that turns out to be a lot more than they bargained for: one where the stolen cars will serve as bombs in a well planned terrorist attack.,2017,,126,"['crime', 'comedy', 'action']",['CA'],,tt4738174,6.6,4152.0,8.058,6.4
tm358949,A Very Country Christmas,MOVIE,"Jeanette Williams is a busy single parent, trying to make the best life for her and her daughter. With no time to follow current celebrity gossip, Jeanette is unaware of when a Country superstar returns to their small town to escape the intrusive paparazzi and the chaos of fame. A chance meeting between the two have them both letting their guards down and opening their hearts to the possibility of romance.",2017,G,83,"['drama', 'romance', 'family', 'comedy']","['CA', 'US']",,tt7001906,6.0,1640.0,5.576,6.5
ts85953,Paprika,SHOW,Stan and Olivia - the amazingly different Paprika twins - use their boundless enthusiasm to turn everyday life into an extraordinary adventure.,2018,TV-Y,13,"['family', 'animation']",['US'],1.0,tt12740488,7.9,27.0,0.733,5.0
tm418870,Close Enemies,MOVIE,"Driss and Manuel both grew up on the same council estate. An estate where the sense of belonging to your patch is much stronger than the sense of belonging to a country, a nation or a culture... Manuel has assimilated this belonging, and he has even benefited from it and built his life on it. Driss, meanwhile, has shunned it. They will both have to face up to the consequences of their decisions – because they will each have a price to pay…",2018,,111,"['thriller', 'drama', 'european']","['FR', 'BE']",,tt6527586,6.4,2629.0,7.993,5.9
